PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink,Country,Region,Continent
Hillah,,32.47362,44.42519,Benjamin of Tudela,1160,"Thence it is five parasangs to Hillah, where there are 10,000 Israelites and four Synagogues: that of R. Meir, who lies buried before it; the Synagogue of Mar Keshisha, who is buried in front of it; also the Synagogue of Rab Zeiri, the son of Chama, and the Synagogue of R. Mari; the Jews pray there every day.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Tower of Babel,,32.53628,44.42111,Benjamin of Tudela,1160,"Thence it is four miles to the Tower of Babel, which the generation whose language was confounded built of the bricks called Agur. The length of its foundation is about two miles, the breadth of the tower is about forty cubits, and the length thereof two hundred cubits. At every ten cubits' distance there are slopes which go round the tower by which one can ascend to the top. One can see from there a view twenty miles in extent, as the land is level. There fell fire from heaven into the midst of the tower which split it to its very depths.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Sepulchre of Ezekiel,,32.22676,44.36716,Benjamin of Tudela,1160,"Thence it is three parasangs to the Synagogue of Ezekiel, the prophet of blessed memory, which is by the river Euphrates. It is fronted by sixty turrets, and between each turret there is a minor Synagogue, and in the court of the Synagogue is the ark, and at the back of the Synagogue is the sepulchre of Ezekiel. It is surmounted by a large cupola, and it is a very handsome structure. It was built of old by King Jeconiah, king of Judah, and the 35,000 Jews who came with him, when Evil-merodach brought him forth out of prison. This place is by the river Chebar on the one side, and by the river Euphrates on the other, and the names of Jeconiah and those that accompanied him are engraved on the wall: Jeconiah at the top, and Ezekiel at the bottom. This place is held sacred by Israel as a lesser sanctuary unto this day, and people come from a distance to pray there from the time of the New Year until the Day of Atonement. The Israelites have great rejoicings on these occasions. Thither also come the Head of the Captivity, and the Heads of the Academies from Bagdad. Their camp occupies a space of about two miles, and Arab merchants come there as well. A great gathering like a fair takes place, which is called Fera, and they bring forth a scroll of the Law written on parchment by Ezekiel the Prophet, and read from it on the Day of Atonement. A lamp burns day and night over the sepulchre of Ezekiel; the light thereof has been kept burning from the day that he lighted it himself, and they continually renew the wick thereof, and replenish the oil unto the present day. A large house belonging to the sanctuary is filled with books, some of them from the time of the first temple, and some from the time of the second temple, and he who has no sons consecrates his books to its use. The Jews that come thither to pray from the land of Persia and Media bring the money which their countrymen have offered to the Synagogue of Ezekiel the Prophet. The Synagogue owns property, lands and villages, which belonged to King Jeconiah, and when Mohammed came he confirmed all these rights to the Synagogue of Ezekiel. Distinguished Mohammedans also come hither to pray, so great is their love for Ezekiel the Prophet; and they call it Bar (Dar) Melicha (the Dwelling of Beauty). All the Arabs come there to pray.
 At a distance of about half a mile from the Synagogue are the sepulchres of Hananiah, Mishael, and Azariah, and upon their sepulchres are large cupolas; and even at times of disturbance no man would dare touch the Mohammedan or Jewish servants who attend at the sepulchre of Ezekiel.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Ain Siptha,Alqosh,36.73833,43.09613,Benjamin of Tudela,1160,"Thence it is three parasangs to Ain Siptha, where there is the sepulchre of the prophet Nahum the Elkoshite.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Kufa,,32.04724,44.37094,Benjamin of Tudela,1160,"Thence it is a day's journey to the city of Kufa, where there is the sepulchre of King Jeconiah. Over it is a big structure, and in front thereof is a Synagogue. There are about 7,000 Jews here. At this place is the large mosque of the Mohammedans, for here is buried Ali ben Abu Talib, the son-in-law of Mohammed, and the Mohammedans come hither....","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Sura,Mata Mehasya,31.88333,44.45,Benjamin of Tudela,1160,"Thence it is a day and a half to Sura, which is Mata Mehasya, where the Heads of the Captivity and the Heads of the Academies dwelt at first. Here is the sepulchre of R. Sherira, and of R. Hai his son of blessed memory, also of R. Saadiah Al-Fiumi, and of Rab Samuel the son of Hofni Hacohen, and of Zephaniah the son of Cushi the son of Gedaliah, the prophet, and of the Princes of the House of David, and of the Heads of the Academies who lived there before the destruction of the town.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Shafjathib,Nehardea,33.41972,43.3125,Benjamin of Tudela,1160,"Thence it is two days to Shafjathib. Here is a Synagogue which the Israelites built from the earth of Jerusalem and its stones, and they called it Shafjathib, which is by Nehardea.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
El-Anbar,Pumbedita in Nehardea,32.55976,41.91964,Benjamin of Tudela,1160,"Thence it is two days to El-Anbar which is Pumbedita in Nehardea. Here reside 3,000 Jews, and amongst them are learned men, at their head being the chief rabbi R. Chen, R. Moses and R. Jehoiakim. Here are the graves of Rab Jehuda and Samuel, and in front of the graves of each of them are the synagogues which they built in their lifetime. Here is also the grave of Bostanai the Nasi, the head of the Captivity, and of R. Nathan and Rab Nachman the son of Papa.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Hillah,,32.47362,44.42519,Benjamin of Tudela,1160,"Thence it is five parasangs to Hillah, where there are 10,000 Israelites and four Synagogues: that of R. Meir, who lies buried before it; the Synagogue of Mar Keshisha, who is buried in front of it; also the Synagogue of Rab Zeiri, the son of Chama, and the Synagogue of R. Mari; the Jews pray there every day.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Kheibar,Kheibar,25.68576,39.29208,Benjamin of Tudela,1160,"Kheibar is a very large city with 50,000 Jews. In it are learned men, and great warriors, who wage war with the men of Shinar and of the land of the north, as well as with the bordering tribes of the land of El-Yemen near them, which latter country is on the confines of India. Returning from their land, it is a journey of twenty-five days to the river Virae, which is in the land of El-Yemen, where about 3,000 Jews dwell, and amongst them are many a Rabbi and Dayan.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Saudi Arabia,Arabia; Western Asia,Asia
Basra,,30.52576,47.77379,Benjamin of Tudela,1160,"Thence it takes five days to Basra (Bassorah) which lies on the river Tigris. Here there are 10,000 Jews, and among them are scholars and many rich men. Thence it is two days to the river Samara, which is the commencement of the land of Persia. 1,500 Jews live near the sepulchre of Ezra, the priest, who went forth from Jerusalem to King Artaxerxes and died here. In front of his sepulchre is a large synagogue. And at the side thereof the Mohammedans erected a house of prayer out of their great love and veneration for him, and they like the Jews on that account. And the Mohammedans come hither to pray.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Khuzistan,,31.43601,49.04131,Benjamin of Tudela,1160,"Thence it is four days to Khuzistan, which is Elam. This province is not inhabited in its entirety, for part of it lies waste. In the midst of its ruins is Shushan (Susa), the capital, the site of the palace of King Ahasuerus. Here are the remains of a large structure of great antiquity. The city contains about 7,000 Jews and fourteen synagogues.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Shushan,,32.19579,48.25428,Benjamin of Tudela,1160,"In the midst of its ruins is Shushan (Susa), the capital, the site of the palace of King Ahasuerus.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Sepulchre of Daniel,,32.19031,48.24373,Benjamin of Tudela,1160,"In front of one of the synagogues is the sepulchre of Daniel of blessed memory. The river Tigris divides the city, and the bridge connects the two parts. On the one side where the Jews dwell is the sepulchre of Daniel. Here the market-places used to be, containing great stores of merchandise, by which the Jews became enriched. On the other side of the bridge they were poor, because they had no market-places nor merchants there, only gardens and plantations. And they became jealous, and said ""All this prosperity enjoyed by those on the other side is due to the merits of Daniel the prophet who lies buried there."" Then the poor people asked those who dwelt on the other side to place the sepulchre of Daniel in their midst, but the others would not comply. So war prevailed between them for many days, and no one went forth or came in on account of the great strife between them. At length both parties growing tired of this state of things took a wise view of the matter, and made a compact, namely, that the coffin of Daniel should be taken for one year to the one side and for another year to the other side. This they did, and both sides became rich. In the course of time Sinjar Shah-ben-Shah, who ruled over the kingdom of Persia and had forty-five kings subject to his authority, came to this place. 
 He is called Sultan-al-Fars-al-Khabir in Arabic (the mighty Sovereign of Persia), and it is he who ruled from the river Samara unto the city of Samarkand, and unto the river Gozan and the cities of Media and the mountains of Chafton. He ruled also over Tibet, in the forests whereof one finds the animals from which the musk is obtained. The extent of his Empire is a journey of four months. When this great Emperor Sinjar, king of Persia, saw that they took the coffin of Daniel from one side of the river to the other, and that a great multitude of Jews, Mohammedans and Gentiles, and many people from the country were crossing the bridge, he asked the meaning of this proceeding, and they told him these things. He said, ""It is not meet to do this ignominy unto Daniel the prophet, but I command you to measure the bridge from both sides, and to take the coffin of Daniel and place it inside another coffin of crystal, so that the wooden coffin be within that of crystal, and to suspend this from the middle of the bridge by a chain of iron; at this spot you must build a synagogue for all comers, so that whoever wishes to pray there, be he Jew or Gentile, may do so."" And to this very day the coffin is suspended from the bridge. And the king commanded that out of respect for Daniel no fisherman should catch fish within a mile above or a mile below.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Rudbar,,36.80971,49.4161,Benjamin of Tudela,1160,"Thence it takes three days to Rudbar where there are about 20,000 Israelites, and among them are learned and rich men. But the Jews live there under great oppression.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Nihawand,,34.18831,48.36888,Benjamin of Tudela,1160,"Thence it is two days to Nihawand, where there are 4,000 Israelites.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Mulahid,,36.44456,50.58595,Benjamin of Tudela,1160,"[Location for the Castle that Hasan-i Sabbah (Old Man) lived in at his death.]
 Thence it is four days to the land of Mulahid. Here live a people who do not profess the Mohammedan religion, but live on high mountains, and worship the Old Man of the land of the Hashishim. And among them there are four communities of Israel who go forth with them in war-time. They are not under the rule of the king of Persia, but reside in the high mountains, and descend from these mountains to pillage and to capture booty, and then return to the mountains, and none can overcome them. There are learned men amongst the Jews of their land. These Jews are under the authority of the Head of the Captivity in Babylon. Thence it is five days to Amadia where there are about 25,000 Israelites. This is the first of those communities that dwell in the mountains of Chafton, where there are more than 100 Jewish communities. Here is the commencement of the land of Media. These Jews belong to the first captivity which King Shalmanezar led away; and they speak the language in which the Targum is written. Amongst them are learned men. The communities reach from the province of Amadia unto the province of Gilan, twenty-five days distant, on the border of the kingdom of Persia. They are under the authority of the king of Persia, and he raises a tribute from them through the hands of his officer, and the tribute which they pay every year by way of poll tax is one gold amir, which is equivalent to one and one-third maravedi. At this place (Amadia), there arose this day ten years ago, a man named David Alroy of the city of Amadia. He studied under Chisdai the Head of the Captivity, and under the Head of the Academy Gaon Jacob, in the city of Bagdad, and he was well versed in the Law of Israel, in the Halachah, as well as in the Talmud, and in all the wisdom of the Mohammedans, also in secular literature and in the writings of magicians and soothsayers. He conceived the idea of rebelling against the king of Persia, and of collecting the Jews who live in the mountains of Chafton to go forth and to fight against all the nations, and to march and capture Jerusalem. He showed signs by pretended miracles to the Jews, and said, ""The Holy One, blessed be He, sent me to capture Jerusalem and to free you from the yoke of the Gentiles."" And the Jews believed in him and called him their Messiah. When the king of Persia heard of it he sent for him to come and speak with him. Alroy went to him without fear, and when he had audience of the king, the latter asked him, ""Art thou the king of the Jews?"" He answered, ""I am."" Then the king was wrath, and commanded that he should be seized and placed in the prison of the king, the place where the king's prisoners were bound unto the day of their death, in the city of Tabaristan which is on the large river Gozan. At the end of three days, whilst the king was sitting deliberating with his princes concerning the Jews who had rebelled, David suddenly stood before them. He had escaped from the prison without the knowledge of any man. And when the king saw him, he said to him, ""Who brought thee hither, and who has released thee?"" ""My own wisdom and skill,"" answered the other; ""for I am not afraid of thee, nor of any of thy servants."" The king forthwith loudly bade his servants to seize him, but they answered, ""We cannot see any man, although our ears hear him."" Then the king and all his princes marvelled at his subtlety; but he said to the king ""I will go my way""; so he went forth. And the king went after him; and the princes and servants followed their king until they came to the river-side. Then Alroy took off his mantle and spread it on the face of the water to cross thereon. When the servants of the king saw that he crossed the water on his mantle, they pursued him in small boats, wishing to bring him back, but they were unable, and they said, ""There is no wizard like this in the whole world."" That self-same day he went a journey of ten days to the city of Amadia by the strength of the ineffable Name, and he told the Jews all that had befallen him, and they were astonished at his wisdom.
 After that the king of Persia sent word to the Emir Al-Muminin, the Caliph of the Mohammedans at Bagdad, urging him to warn the Head of the Exile, and the Head of the Academy Gaon Jacob, to restrain David Alroy from executing his designs. And he threatened that he would otherwise slay all the Jews in his Empire. Then all the congregations of the land of Persia were in great trouble. And the Head of the Captivity, and the Head of the Academy Gaon Jacob, sent to Alroy, saying, ""The time of redemption is not yet arrived; we have not yet seen the signs thereof; for by strength shall no man prevail. Now our mandate is, that thou cease from these designs, or thou shalt surely be excommunicated from all Israel."" And they sent unto Zakkai the Nasi in the land of Assur (Mosul) and unto R. Joseph Burhan-al-mulk the astronomer there, bidding them to send on the letter to Alroy, and furthermore they themselves wrote to him to warn him, but he would not accept the warning. Then there arose a king of the name of Sin-ed-din, the king of the Togarmim, and a vassal of the king of Persia, who sent to the father-in-law of David Alroy, and gave him a bribe of 10,000 gold pieces to slay Alroy in secret. So he went to Alroy's house, and slew him whilst he was asleep on his bed. Thus were his plans frustrated. Then the king of Persia went forth against the Jews that lived in the mountain; and they sent to the Head of the Captivity to come to their assistance and to appease the king. He was eventually appeased by a gift of 100 talents of gold, which they gave him, and the land was at peace thereafter.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Amadia,,37.09172,43.48769,Benjamin of Tudela,1160,"Thence it is five days to Amadia where there are about 25,000 Israelites. This is the first of those communities that dwell in the mountains of Chafton, where there are more than 100 Jewish communities. Here is the commencement of the land of Media. These Jews belong to the first captivity which King Shalmanezar led away; and they speak the language in which the Targum is written. Amongst them are learned men. The communities reach from the province of Amadia unto the province of Gilan, twenty-five days distant, on the border of the kingdom of Persia. They are under the authority of the king of Persia, and he raises a tribute from them through the hands of his officer, and the tribute which they pay every year by way of poll tax is one gold amir, which is equivalent to one and one-third maravedi. At this place (Amadia), there arose this day ten years ago, a man named David Alroy of the city of Amadia. He studied under Chisdai the Head of the Captivity, and under the Head of the Academy Gaon Jacob, in the city of Bagdad, and he was well versed in the Law of Israel, in the Halachah, as well as in the Talmud, and in all the wisdom of the Mohammedans, also in secular literature and in the writings of magicians and soothsayers. He conceived the idea of rebelling against the king of Persia, and of collecting the Jews who live in the mountains of Chafton to go forth and to fight against all the nations, and to march and capture Jerusalem. He showed signs by pretended miracles to the Jews, and said, ""The Holy One, blessed be He, sent me to capture Jerusalem and to free you from the yoke of the Gentiles."" And the Jews believed in him and called him their Messiah. When the king of Persia heard of it he sent for him to come and speak with him. Alroy went to him without fear, and when he had audience of the king, the latter asked him, ""Art thou the king of the Jews?"" He answered, ""I am."" Then the king was wrath, and commanded that he should be seized and placed in the prison of the king, the place where the king's prisoners were bound unto the day of their death, in the city of Tabaristan which is on the large river Gozan. At the end of three days, whilst the king was sitting deliberating with his princes concerning the Jews who had rebelled, David suddenly stood before them. He had escaped from the prison without the knowledge of any man. And when the king saw him, he said to him, ""Who brought thee hither, and who has released thee?"" ""My own wisdom and skill,"" answered the other; ""for I am not afraid of thee, nor of any of thy servants."" The king forthwith loudly bade his servants to seize him, but they answered, ""We cannot see any man, although our ears hear him."" Then the king and all his princes marvelled at his subtlety; but he said to the king ""I will go my way""; so he went forth. And the king went after him; and the princes and servants followed their king until they came to the river-side. Then Alroy took off his mantle and spread it on the face of the water to cross thereon. When the servants of the king saw that he crossed the water on his mantle, they pursued him in small boats, wishing to bring him back, but they were unable, and they said, ""There is no wizard like this in the whole world."" That self-same day he went a journey of ten days to the city of Amadia by the strength of the ineffable Name, and he told the Jews all that had befallen him, and they were astonished at his wisdom. 
 
 [Text goes on.]","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iraq,Western Asia,Asia
Hamadan,,34.79832,48.51481,Benjamin of Tudela,1160,"From this mountain it is a journey of twenty days to Hamadan, which is the great city of Media, where there are 30,000 Israelites. In front of a certain synagogue, there are buried Mordecai an Esther.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Tabaristan,,36.07583,51.79611,Benjamin of Tudela,1160,"From thence (Hamadan) it takes four days to Tabaristan, which is situated on the river Gozan. Some thousand Jews live there.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Ispahan,,32.65389,51.66596,Benjamin of Tudela,1160,"Thence it is seven days to Ispahan the great city and the royal residence. It is twelve miles in circumference, and about 15,000 Israelites reside there. The Chief Rabbi is Sar Shalom, who has been appointed by the Head of the Captivity to have jurisdiction over all the Rabbis that are in the kingdom of Persia.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Shiraz,,29.59261,52.58356,Benjamin of Tudela,1160,"Four days onward is Shiraz, which is the city of Fars, and 10,000 Jews live there.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Ghaznah,,33.54505,68.41739,Benjamin of Tudela,1160,"Thence it is seven days to Ghaznah the great city on the river Gozan, where there are about 80,000 Israelites. It is a city of commercial importance; people of all countries and tongues come thither with their wares. The land is extensive.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Afgahnistan,Central Asia,Asia
Samarkand,,39.62701,66.97497,Benjamin of Tudela,1160,"Thence it is five days to Samarkand, which is the great city on the confines of Persia. In it live some 50,000 Israelites, and R. Obadiah the Nasi is their appointed head. Among them are wise and very rich men.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Uzbekistan,Central Asia,Asia
Tibet,,29.64723,91.11745,Benjamin of Tudela,1160,"Thence it is four days' journey to Tibet, the country in whose forests the musk is found.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Chinese autonomous region,Central Asia,Asia
Naisabur,,36.21319,58.79427,Benjamin of Tudela,1160,"Thence it takes twenty-eight days to the mountains of Naisabur by the river Gozan. And there are men of Israel in the land of Persia who say that in the mountains of Naisabur four of the tribes of Israel dwell, namely, the tribe of Dan, the tribe of Zebulun, the tribe of Asher, and the tribe of Naphtali, who were included in the first captivity of Shalmaneser, king of Assyria, as it is written (2 Kings xviii. 11): ""And he put them in Halah and in Habor by the river of Gozan and in the cities of the Medes.""
 The extent of their land is twenty days' journey, and they have cities and large villages in the mountains; the river Gozan forms the boundary on the one side. They are not under the rule of the Gentiles, but they have a prince of their own, whose name is R. Joseph Amarkala the Levite. There are scholars among them. And they sow and reap and go forth to war as far as the land of Cush by way of the desert.
 They are in league with the Kofar-al-Turak, who worship the wind and live in the wilderness, and who do not eat bread, nor drink wine, but live on raw uncooked meat. They have no noses, and in lieu thereof they have two small holes, through which they breathe. They eat animals both clean and unclean, and they are very friendly towards the Israelites. Fifteen years ago they overran the country of Persia with a large army and took the city of Rayy; they smote it with the edge of the sword, took all the spoil thereof, and returned by way of the wilderness. Such an invasion had not been known in the land of Persia for many years. When the king of Persia heard thereof his anger was kindled against them, and he said, ""Not in my days nor in the days of my fathers did an army sally forth from this wilderness. Now I will go and cut off their name from the earth."" A proclamation was made throughout his Empire, and he assembled all his armies; and he sought a guide who might show him the way to their encampment. And a certain man said that he would show him the way, as he was one of them. And the king promised that he would enrich him if he did so. And the king asked him as to what provisions they would require for the march through the wilderness. And he replied, ""Take with you bread and wine for fifteen days, for you will find no sustenance by the way, till you have reached their land."" And they did so, and marched through the wilderness for fifteen days, but they found nothing at all. And their food began to give out, so that man and beast were dying of hunger and thirst. Then the king called the guide, and said to him, ""Where is your promise to us that you would find our adversaries?"" To which the other replied, ""I have mistaken the way."" And the king was wroth, and commanded that his head should be struck off. And the king further gave orders throughout the camp that every man who had any food should divide it with his neighbour. And they consumed everything they had including their beasts. And after a further thirteen days' march they reached the mountains of Naisabur, where Jews lived. They came there on the Sabbath, and encamped in the gardens and plantations and by the springs of water which are by the side of the river Gozan. Now it was the time of the ripening of the fruit, and they ate and consumed everything. No man came forth to them, but on the mountains they saw cities and many towers.
 Then the king commanded two of his servants to go and inquire of the people who lived in the mountains, and to cross the river either in boats or by swimming. So they searched and found a large bridge, on which there were three towers, but the gate of the bridge was locked. And on the other side of the bridge was a great city. Then they shouted in front of the bridge till a man came forth and asked them what they wanted and who they were. But they did not understand him till an interpreter came who understood their language. And when he asked them, they said, ""We are the servants of the king of Persia, and we have come to ask who you are, and whom you serve."" To which the other replied: ""We are Jews; we have no king and no Gentile prince, but a Jewish prince rules over us."" They then questioned him with regard to the infidels, the sons of Ghuz of the Kofar-al-Turak, and he answered: ""Truly they are in league with us, and he who seeks to do them harm seeks our harm."" Then they went their way, and told the king of Persia, who was much alarmed. And on a certain day the Jews asked him to join combat with them, but he answered: ""I am not come to fight you, but the Kofar-al-Turak, my enemy, and if you fight against me I will be avenged on you by killing all the Jews in my Empire; I know that you are stronger than I am in this place, and my army has come out of this great wilderness starving and athirst. Deal kindly with me and do not fight against me, but leave me to engage with the Kofar-al-Turak, my enemy, and sell me also the provisions which I require for myself and my army."" The Jews then took counsel together, and resolved to propitiate the king on account of the Jews who were in exile in his Empire. Then the king entered their land with his army, and stayed there fifteen days. And they showed him much honour, and also sent a dispatch to the Kofar-al-Turak their allies, reporting the matter to them. Thereupon the latter occupied the mountain passes in force with a large army composed of all those who dwelt in that desert, and when the king of Persia went forth to fight with them, they placed themselves in battle array against him. The Kofar-al-Turak army was victorious and slew many of the Persian host, and the king of Persia fled with only a few followers to his own country.
 Now a horseman, one of the servants of the king of Persia, enticed a Jew, whose name was R. Moses, to come with him, and when he came to the land of Persia this horseman made the Jew his slave. One day the archers came before the king to give a display of their skill and no one among them could be found to draw the bow like this R. Moses. Then the king inquired of him by means of an interpreter who knew his language, and he related all that the horseman had done to him. Thereupon the king at once granted him his liberty, had him clad in robes of silk, gave him gifts, and said to him, ""If thou wilt embrace our religion, I will make thee a rich man and steward of my house,"" but he answered, My lord, I cannot do this thing."" Then the king took him and placed him in the house of the Chief Rabbi of the Ispahan community, Sar Shalom, who gave him his daughter to wife. This same R. Moses told me all these things.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Khuzistan,,31.43601,49.04131,Benjamin of Tudela,1160,"Thence it is four days to Khuzistan, which is Elam. This province is not inhabited in its entirety, for part of it lies waste. In the midst of its ruins is Shushan (Susa), the capital, the site of the palace of King Ahasuerus. Here are the remains of a large structure of great antiquity. The city contains about 7,000 Jews and fourteen synagogues.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Island of Kish,,26.53247,53.98679,Benjamin of Tudela,1160,"Thence one returns to the land of Khuzistan which is by the river Tigris, and one goes down the river which falls into the Indian Ocean unto an island called Kish. It is a six days' journey to reach this island. The inhabitants neither sow nor reap. They possess only one well, and there is no stream in the whole island, but they drink rain-water. The merchants who come from India and the islands encamp there with their wares. Moreover, men from Shinar, El-Yemen and Persia bring thither all sorts of silk, purple and flax, cotton, hemp, worked wool, wheat, barley, millet, rye, and all sorts of food, and lentils of every description, and they trade with one another, whilst the men from India bring great quantities of spices thither. The islanders act as middlemen, and earn their livelihood thereby. There are about 500 Jews there.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,Iran,Western Asia,Asia
Katifa,,26.57649,49.99823,Benjamin of Tudela,1160,"Thence it is ten days' journey by sea to Katifa, where there are about 5,000 Jews. Here the bdellium is to be found. On the twenty-fourth of Nisan rain falls upon the water, upon the surface of which certain small sea-animals float which drink in the rain and then shut themselves up, and sink to the bottom. And about the middle of Tishri men descend to the bed of the sea by ropes, and collect these shell-fish, then split them open and extract the pearls. This pearl-fishery belongs to the King of the country, but is controlled by a Jewish official.","Benjamin of Tudela, The Itinerary of Benjamin of Tudela, trans. Marcus Nathan Adler (New York: House of the Jewish Book, 1907).",https://www.gutenberg.org/ebooks/14981,,Arabia,Asia
